feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T108	X2	X2	8.60986299912609e-05	4.69044955083623e-05	107	39	0.0693279385720047	0.556031867598054
T139	X2	X2	-0.000407111490604019	0.00022212484495133	107	63	0.0697485773149673	0.556031867598054
T221	X2	X2	-6.60560316202067e-05	3.58493173855347e-05	107	3	0.0682915916493686	0.556031867598054
T293	X2	X2	-0.000430259802670622	0.000234700937290867	107	10	0.06968545412453	0.556031867598054
T308	E1	CRC	0.000824477222807948	0.000449954904995138	107	3	0.0698160563822073	0.556031867598054
T60	X3	X3	0.000321939680543667	0.000176591083616184	107	72	0.0712202847689831	0.558685022614557
T109	E1	CRC	0.0226573511770474	0.0124469477282135	107	79	0.0716435984876014	0.558685022614557
T191	E1	CRC	-0.00566861646184303	0.00311825906404132	107	47	0.0720179911964077	0.558685022614557
T332	X1	male	-0.000478948978942703	0.000263346150085473	107	2	0.0718907489777947	0.558685022614557
T432	E1	CRC	0.00274629452644985	0.00150938589484725	107	2	0.0717719078158582	0.558685022614557
T21	E1	CRC	-0.0209679693064256	0.0116504031993667	107	107	0.0748543644525281	0.561804885397584
T36	E1	CRC	0.0263056039620759	0.0145078493630929	107	84	0.0727421523345227	0.561804885397584
T59	X2	X2	-0.00206120347772253	0.00114567595186322	107	95	0.074957484420253	0.561804885397584
T231	X1	male	0.00100164531206867	0.000557508413676908	107	21	0.0753516716942234	0.561804885397584
T251	X2	X2	7.52474461770354e-05	4.16955830413372e-05	107	12	0.0740745576563026	0.561804885397584
T253	E1	CRC	0.0191498584502461	0.0106778262663349	107	32	0.0758687401039148	0.561804885397584
T277	E1	CRC	0.00958122069904469	0.00530665445393596	107	14	0.0739446452943229	0.561804885397584
T353	E1	CRC	0.00120341030121351	0.000668193793935318	107	4	0.0746594410435045	0.561804885397584
T390	X1	male	-0.00103313349665148	0.00057304511632277	107	4	0.0743593641695744	0.561804885397584
T396	X2	X2	1.14432134162205e-05	6.37447919434005e-06	107	1	0.0755896263947053	0.561804885397584
T417	X3	X3	0.000214064122421115	0.000118996833592362	107	2	0.0749908686430227	0.561804885397584
T125	X3	X3	-0.00106182717488996	0.000592835506688504	107	22	0.0762433457632683	0.562255455176036
T14	X3	X3	0.00332349691258595	0.00186738750426256	107	101	0.0780937175709911	0.571199762804964
T378	X2	X2	0.000142126455046213	7.97997813887696e-05	107	4	0.0778829405298483	0.571199762804964
T272	E1	CRC	0.000262727885700276	0.000147851741457361	107	3	0.0785543794012374	0.572233527996005
T162	E1	CRC	-0.0139083356703886	0.00789280881034206	107	49	0.0810392473543436	0.583222213891501
T302	X3	X3	0.000348752844564861	0.000197882988894169	107	9	0.0809939568137018	0.583222213891501
T366	X1	male	-0.000471913626301682	0.000267725754333438	107	2	0.0809505035576395	0.583222213891501
T67	X2	X2	0.000624067649956384	0.000355442518972622	107	33	0.0821332607236266	0.585524910139369
T80	X1	male	-0.00168863565138722	0.000963473439888688	107	83	0.0826661842998104	0.585524910139369
T84	X3	X3	-0.00302401590328715	0.00172295021992267	107	39	0.0822381194329448	0.585524910139369
T395	X1	male	-0.0031575994974437	0.00180015975881385	107	2	0.082422620822837	0.585524910139369
