feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T108	X1	male	-0.00180368513774271	0.000944769198213109	157	63	0.0581809486203241	0.539605571171067
T255	X1	male	0.000774763564284039	0.000405171672847747	157	9	0.0577844255718958	0.539605571171067
T467	E1	CRC	0.00188170750636995	0.00099236943603983	157	3	0.0598856635339572	0.552608301125229
T46	E1	CRC	-0.00833730978280127	0.00445654936422869	157	136	0.0633473237521962	0.552947726240207
T48	X2	X2	0.000131384990652107	6.95589790654786e-05	157	99	0.060871277436205	0.552947726240207
T54	X3	X3	0.000324027892485381	0.000172666781071501	157	99	0.0625405505863488	0.552947726240207
T60	X2	X2	8.22327593642642e-05	4.36471091086267e-05	157	89	0.0615213282372053	0.552947726240207
T71	E1	CRC	-0.00376966469769291	0.00201108664621206	157	92	0.0628404369797622	0.552947726240207
T74	X1	male	0.0260030403287549	0.0139066012165319	157	76	0.0634821960383071	0.552947726240207
T158	X2	X2	0.000460286262845463	0.000243844397022494	157	57	0.0610343026732216	0.552947726240207
T253	X2	X2	0.000491076173785605	0.000260830853355878	157	48	0.0616985087779463	0.552947726240207
T292	X1	male	-0.000605873395027081	0.000322692341264609	157	7	0.0624095327464883	0.552947726240207
T336	X2	X2	1.70181386885081e-05	8.99668217131399e-06	157	2	0.0604977289160904	0.552947726240207
T428	X1	male	-0.0107991192325583	0.00576463769301268	157	6	0.0629935709065141	0.552947726240207
T451	X3	X3	2.69876114373009e-05	1.43732750127388e-05	157	4	0.0624002986667247	0.552947726240207
T82	X2	X2	0.000858971306376679	0.000460804974001031	157	121	0.0642932343908806	0.55740739025396
T345	X1	male	-0.00303482056660647	0.00163280710266622	157	22	0.0650625167034079	0.561291194003336
T456	X2	X2	-2.44608241756304e-05	1.31744386565768e-05	157	8	0.0653434490872983	0.561291194003336
T270	E1	CRC	0.0016943692254799	0.000915376553034378	157	20	0.0661616177924903	0.565712181491752
T460	X2	X2	-0.000160789884583297	8.71272371562711e-05	157	1	0.066968844063734	0.569999659063014
T198	X2	X2	-2.01036624481272e-05	1.09495232131748e-05	157	4	0.0683598271875625	0.576573384061613
T350	X2	X2	9.63437062059979e-05	5.24687812800646e-05	157	11	0.0683331642869257	0.576573384061613
T323	X2	X2	6.24019294028231e-05	3.40782687824362e-05	157	16	0.0690913422145864	0.580118296792744
T33	X3	X3	0.000647220547039889	0.000357182121545136	157	11	0.0720105477621219	0.600796189335448
T439	E1	CRC	0.000723792115775789	0.000399706622902949	157	3	0.0721986836969637	0.600796189335448
T62	E1	CRC	-0.00198010976792863	0.00109719778120668	157	16	0.0731551793319062	0.603368381746341
T376	E1	CRC	-0.000381216432367225	0.000211176779845352	157	3	0.0730760094284384	0.603368381746341
T277	E1	CRC	0.0135266974368339	0.00751306624910607	157	39	0.0738303572228995	0.606254563275263
T207	X3	X3	-0.000756296703076868	0.000423020849233378	157	99	0.0758467945261094	0.612027813838389
T220	X2	X2	9.18609527958468e-05	5.13519674506457e-05	157	34	0.0756844214299945	0.612027813838389
